scope,addr,name,signature,type,comment,evidence,basis
OemUniWillVariableDxe,0000084C,read_port_register_byte,,ec-io,"Makes two exchanges through 0x784 with the port selector 0x62 - the pair 0xA3/0x07, then the register byte from the third argument - writes 0xA4 to the status port through 0x620, then polls bit 0 of I/O port 0x66 until it is set (15-unit delays through 0x9B4, 0x20000 iterations, 0x8000000000000007 on exhaustion) and stores the byte read from I/O port 0x62 through the pointer in the fourth argument. The first two arguments are ignored. The three callers in 0x454 pass 0x40, 0x3C and 0x3D as that register byte; docs/findings.md section 8 reports this same 0xA3/0xA2/0xA4/0xA5-over-0x62 sequence as the vendor's EC RAM access, with OemOcDxe's 0x41 read mapping to EC RAM 0x0741, which would put this module's 0x40 read at 0x0740, PROJECT_ID in ec/annotations/registers.yaml - but the +0x700 base between the low byte sent here and the EC map is not visible in this listing, and findings.md calls that reading inferred rather than confirmed.",bios/ghidra/listings/OemUniWillVariableDxe/0000084C.asm; bios/decompiled/OemUniWillVariableDxe.c; ec/annotations/registers.yaml,hand-decoded
OemManufactureModeDxe,0x850,wait_port_1808_ticks,,delay,"The single 32-bit argument packs two fields: bits 22:0 (masked with 0x3FFFFF) is a count to wait and bits 31:22 is a repeat count, taken as the argument shifted right 0x16. For each repeat it reads I/O port 0x1808, masks the value to 24 bits, adds the count to make a target, and spins until (target - a fresh read) has bit 23 set, calling pause (0x2C0) on each turn except the first check; the loop is left when the 24-bit counter has passed the target, and it repeats one more time than the repeat field says because that field is tested after being decremented. The instruction loading EDI with 0x400000 at 0x87C is dead: the target is held in ESI and EDI is not read again.",bios/ghidra/listings/OemManufactureModeDxe/00000850.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
EcPs2Kbd,0x85C,find_record_by_8byte_id,,reader,"It reads a 64-bit count at [param+0x68] and a record array at [param+0x70], and walks that array in strides of 0x18, passing each record to 0x00000a34. It returns 0 when the count is zero or when no record matched, and otherwise the qword at record+0x10 of the first record that did. What the records describe is not decoded here.",bios/ghidra/listings/EcPs2Kbd/0000085C.asm; bios/decompiled/EcPs2Kbd.c,hand-decoded
OemHooks,0x88C,ec_wait_ibf_clear,,ec-io,"The same status poll as 0x0000078C, waiting for bit 1 of the byte at port 0x66 (0x64 when the first argument is 0x60) to clear with 15-microsecond delays and a 0x20000-iteration limit, but it writes nothing. Returns 0 or 0x8000000000000007.",bios/ghidra/listings/OemHooks/0000088C.asm; bios/decompiled/OemHooks.c; ec/annotations/registers.yaml,hand-decoded
EcPs2Kbd,0x894,alloc_buffer_type4,,state,"It zeroes a qword at RSP+0x38, then makes a three-argument indirect call through offset 0x40 of the table at 0x00000cf0 with ECX=4, the incoming value in EDX and RSP+0x38 as the out-pointer, and returns the qword the call left there. The call's own result is never tested, so a failing call yields 0. Every chain buffer in this module comes from here and none of those callers check for failure.",bios/ghidra/listings/EcPs2Kbd/00000894.asm; bios/decompiled/EcPs2Kbd.c,hand-decoded
OemQkeyDxe,00000894,exchange_command_and_data_byte,,writer,"Waits for bit 1 of the status port with 0x00000830, drains with 0x000007a8, writes the byte from the second argument to that same port (0x66 here) through 0x00000730, waits again, and only then writes the byte from the third argument, which goes to I/O port 0x62 unless the first and second byte arguments are equal, in which case it goes to 0x60. The inline poll before that second write watches bit 1 of 0x66 (0x64 when the two arguments are equal) with the same 15-unit delays and 0x20000 bound, but on exhaustion it skips the write instead of reporting an error. It drains once more with 0x000007a8 and returns the status of the first 0x00000830 call; the other helpers' results are not checked. Its three call sites in 0x00000438 pass (0x62, 0xa3, 0x07), (0x62, 0xa2, 0x82) and (0x62, 0xa5, <the computed byte>), so the command byte lands on 0x66 and the payload on 0x62 in all three.",bios/ghidra/listings/OemQkeyDxe/00000894.asm; bios/decompiled/OemQkeyDxe.c,hand-decoded
OemPowerModeDxe,0x89C,read_port_register_byte,,reader,"Ignores its first argument (CL is forced to 0x62) and uses the second byte argument as the data byte of the first exchange, with the third argument as the register byte carried by the second. It makes two 0x000007d4 exchanges, 0xa3 then 0xa2, each carrying one of those two bytes, writes 0xa4 to the status port through 0x00000670, then polls bit 0 of I/O port 0x66 until it is set, with 15-unit delays through 0x00000a04 and a 0x20000-iteration bound that returns 0x8000000000000007, and stores the byte read from I/O port 0x62 through the pointer in its fourth argument. A negative status from any step is returned without touching that pointer. Its two call sites in 0x00000494 pass 4 and 0x9f, and 7 and 0x51, as those second and third bytes, so the first exchange's data byte is a caller-supplied value rather than a constant.",bios/ghidra/listings/OemPowerModeDxe/0000089C.asm; bios/decompiled/OemPowerModeDxe.c,hand-decoded
OemTurboModeDxe,0x8AC,delay_by_port_counter_ticks,,delay,"The argument packs two fields: bits 0 through 21 are a tick count and bits 22 through 31 a repeat count. The routine runs one more time than that repeat count, and each pass reads the 24-bit counter at I/O port 0x1808, adds the tick count to it, then spins calling the PAUSE helper at 0x2C0 until bit 23 of the difference between the target and a fresh read is set, which is the condition that the counter has moved past the target. The inner loop has no timeout of its own. The counter's frequency and what the callers are actually waiting for are not decoded here.",bios/ghidra/listings/OemTurboModeDxe/000008AC.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
OemManufactureModeDxe,0x8B0,delay_microseconds,,delay,"It converts the argument to a count of the 24-bit counter at I/O port 0x1808 and hands that to 0x850: multiply by 0x369E99 (3579545), then divide by 1000000 through an unsigned 128-bit multiply by 0x431BDE82D7B634DB and a shift of 0x12 on top of the implicit 64, which is 3.579545 counts per microsecond, the scale EDK II's microsecond delay uses. It returns the argument unchanged in RAX. The module passes 0xF (15) and 0x1388 (5000) to it, and 0x32C uses the raw count 0x16B against port 0x1808 itself rather than converting.",bios/ghidra/listings/OemManufactureModeDxe/000008B0.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
EcPs2Kbd,0x8C0,sum_chain_record_lengths,,math,"It returns 0 for a NULL pointer. Otherwise it walks a record chain, reading a 16-bit length from bytes 2 and 3 of each record (byte 3 shifted left 8 plus byte 2), adding it to a running total, and advancing the cursor by that length alone; it stops and returns the total when byte 0 of the record is zero or the length is zero. A record whose byte 0 is 0x7f and byte 1 is 0xff ends the walk and returns the total plus 4. Why the cursor advances by the length with no fixed prefix while the terminator case adds 4 is not resolved here.",bios/ghidra/listings/EcPs2Kbd/000008C0.asm; bios/decompiled/EcPs2Kbd.c,hand-decoded
OemApControlDxe,0x8E8,wait_port_input_buffer_empty,,delay,"Polls bit 1 (0x02) of I/O port 0x64, or of 0x66 when the argument is not 0x60, delaying 15 units through 0x00000bdc between reads until the bit clears. Returns 0 on success, or 0x8000000000000007 once the 0x20000-iteration bound is reached.",bios/ghidra/listings/OemApControlDxe/000008E8.asm; bios/decompiled/OemApControlDxe.c,hand-decoded
OemUniWillVariableDxe,000008E8,find_config_table_entry_by_guid,,reader,"Cached lookup: when the global at 0xC00 is non-zero it is returned unchanged, otherwise the array at offset 0x70 of the pointer cached at 0xBE0 is walked in 0x18-byte steps, bounded by the count at its offset 0x68, comparing the 16 bytes at each entry's offsets 0 and 8 against the bytes at 0xB60 and 0xB68 and caching the matching entry's qword at +0x10 in 0xC00. It returns 0 when the count is 0 or when no entry matches, and in the miss case it caches that 0, so the next call walks again. The 0x18-byte entries are a 16-byte identifier followed by a pointer, which is the shape of the EFI system configuration table, but the identity of the bytes at 0xB60 is not in this listing.",bios/ghidra/listings/OemUniWillVariableDxe/000008E8.asm; bios/decompiled/OemUniWillVariableDxe.c,hand-decoded
OemHooks,0x8F0,ec_write_command_data,,ec-io,"Waits for the status bit to clear (0x0000088C), drains pending status (0x00000804), writes the second argument to port 0x66, waits again, writes the third argument to port 0x62, and drains a second time, returning the first wait's result. The two port selections compare the first argument against the second rather than against 0x60, so unless those two happen to be equal the status port is 0x66 and the data port 0x62.",bios/ghidra/listings/OemHooks/000008F0.asm; bios/decompiled/OemHooks.c; ec/annotations/registers.yaml,hand-decoded
OemGlobalNvsDxe,0x900,classify_cpu_signature,,logic,"Calls the CPUID wrapper at 0x2B0 with leaf 1 and four out-pointers, takes the EAX result, masks it with 0x0FFF0FF0, and compares the result against 0x806E0, 0x906E0, 0xA0650 and 0xA0660. Each of those groups is then qualified against a list of values read from the word at 0xE0000002, and a match writes a small code into BL: 0, 1, 2 or 3 depending on the group, with 4 left in BL from the function entry when nothing matches. Returns AL. The meaning of the four codes, and of the word at 0xE0000002, is not decoded here.",bios/ghidra/listings/OemGlobalNvsDxe/00000900.asm; bios/decompiled/OemGlobalNvsDxe.c,hand-decoded
OemTurboModeDxe,0x90C,scale_units_to_port_ticks,,math,"Multiplies the argument by 0x369E99, which is 3579545, and then by the 64-bit constant 0x431BDE82D7B634DB, keeping the high half of the 128-bit product and shifting right 18; that is an exact unsigned division yielding 3579545 ticks per 1000000 units of the argument, so 15 gives 53 and 5000 gives 17897. The result is passed straight to the tick delay at 0x8AC, and the original argument is returned unchanged. Nothing in the listing establishes what unit the argument is in; every call site passes a small literal.",bios/ghidra/listings/OemTurboModeDxe/0000090C.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
OemKbLightDxe,0x910,wait_and_write_status_port,,writer,"Chooses port 0x64 when its first argument's low byte is 0x60 and 0x66 otherwise, then polls the byte at that port until bit 1 (0x02) is clear, delaying 15 units through 0xD04 on each iteration. It gives up after 0x20000 iterations with 0x8000000000000007 (EFI_TIMEOUT). On success it writes its second argument back to that same port (0x64 or 0x66) and returns 0, so this is not a read and a write on a separate data port.",bios/ghidra/listings/OemKbLightDxe/00000910.asm; bios/decompiled/OemKbLightDxe.c,hand-decoded
OverclockInterface,0x928,build_string_from_runs,,copy,"Zeroes ten bytes of stack scratch through 0x260, then appends eight run-length runs to it: run i writes the byte at 0x2691+i from the previous length to the current one, taking the lengths from the bytes at 0x2803 and then 0x2804 through 0x280A as cumulative end offsets rather than as sizes. The first eight bytes of the result go to 0x2300 and the last two to 0x2308, so the output is one ten-byte string. Nothing checks the total length (0x280A) against the ten bytes that were cleared, and what the eight source bytes and the length bytes stand for is not decoded further.",bios/ghidra/listings/OverclockInterface/00000928.asm; bios/decompiled/OverclockInterface.c,hand-decoded
OemPowerModeDxe,0x938,find_config_table_entry_by_guid,,reader,"Cached lookup: when the global at 0x00000c78 is non-zero it is returned unchanged, otherwise the global is zeroed and the array at offset 0x70 of the structure cached at 0x00000c50 is walked in 0x18-byte steps, bounded by the count at offset 0x68, comparing the 16 bytes at each entry's offsets 0 and 8 against the bytes at 0x00000bb0 and 0x00000bb8 and caching the qword at +0x10 of the match. Returns 0 when the count is zero or nothing matches. Offsets 0x68 and 0x70 are where NumberOfTableEntries and ConfigurationTable sit in EFI_SYSTEM_TABLE, and 0x00000310 passes its second argument to 0x00000388 as the structure cached at 0x00000c50, but nothing here identifies the 16 bytes at 0x00000bb0 and 0x00000bb8 that are being searched for.",bios/ghidra/listings/OemPowerModeDxe/00000938.asm; bios/decompiled/OemPowerModeDxe.c,hand-decoded
OemDDSSupportDxe,00000944,poll_status_bit1_until_clear,,delay,"Chooses I/O port 0x64 when the low byte of the argument equals 0x60 and port 0x66 otherwise, reads a byte from it, and while bit 1 is set calls 0xb3c with 15, re-reads the port and increments a counter, stopping when the bit clears or the counter reaches 0x20000. Returns 0 when the bit clears and 0x8000000000000007 when the count limit is hit. What the two ports are is not established in this module.",bios/ghidra/listings/OemDDSSupportDxe/00000944.asm; bios/decompiled/OemDDSSupportDxe.c,hand-decoded
OemApControlDxe,0x94C,exchange_command_and_data_byte,,gate,"Waits with 0x000008e8, drains with 0x00000860, writes the second argument to the status port through 0x000007e8, waits again, and only then writes the third argument to the data port, which is I/O port 0x62 when the first two arguments differ and 0x60 when they are equal. The inline poll before that write watches bit 1 of I/O port 0x66 (0x64 when the arguments are equal) with the same 15-unit delays and 0x20000 bound, but on exhaustion it skips the write instead of reporting an error. The three helper results are not checked; the value returned is the one from the first 0x000008e8 call.",bios/ghidra/listings/OemApControlDxe/0000094C.asm; bios/decompiled/OemApControlDxe.c,hand-decoded
